Entrez_ID,Name,MCF7_OH_1,MCF7_OH_2,MCF7_OH_3,MCF7_TAMR_1,MCF7_TAMR_2,MCF7_TAMR_3
1,A1BG,104,50,73,43,58,73
2,A2M,3,1,3,1,1,7
3,A2MP1,0,0,0,2,0,0
9,NAT1,44,30,34,34,22,29
10,NAT2,0,1,0,2,1,2
12,SERPINA3,776,410,1085,340,557,549
13,AADAC,0,0,1,2,0,0
14,AAMP,4361,2624,3469,2385,3399,3515
15,AANAT,0,1,0,1,1,4
16,AARS,11772,7970,11002,8565,12721,12120
18,ABAT,2886,1822,2033,2553,2765,2843
19,ABCA1,0,3,2,7,7,9
20,ABCA2,2604,1983,2080,2092,3360,2850
21,ABCA3,2463,1612,2116,1750,2593,2509
22,ABCB7,81,79,102,116,152,129
23,ABCF1,1863,1220,1329,1423,1554,1643
24,ABCA4,7,8,3,26,22,36
25,ABL1,1607,1001,1097,912,1325,1189
26,AOC1,10,9,13,3,0,1
27,ABL2,214,153,137,287,266,264
28,ABO,0,0,0,0,0,0
29,ABR,1493,901,1155,871,1196,1201
30,ACAA1,1506,814,1353,860,1214,1265
31,ACACA,1938,1261,1147,1827,2172,1926
32,ACACB,1075,751,712,690,778,651
33,ACADL,0,0,0,0,0,0
34,ACADM,49,74,70,55,92,72
35,ACADS,173,116,204,36,73,77
36,ACADSB,97,115,88,159,215,168
37,ACADVL,2657,1618,2631,981,1558,1449
38,ACAT1,197,139,138,301,274,231
39,ACAT2,1323,723,921,785,837,936
40,ASIC2,0,0,0,0,0,0
41,ASIC1,69,52,70,140,276,260
43,ACHE,8,6,2,22,33,23
47,ACLY,6647,4072,4967,5268,6828,6643
48,ACO1,742,439,593,721,868,911
49,ACR,2,2,0,0,0,0
50,ACO2,3478,2217,3190,2013,2907,3009
51,ACOX1,466,267,404,658,677,743
52,ACP1,1029,569,711,817,899,933
53,ACP2,654,402,567,395,582,577
54,ACP5,10,9,4,2,2,2
55,ACPP,75,50,65,30,38,39
56,ACRV1,8,1,3,2,1,2
58,ACTA1,226,219,216,189,221,245
59,ACTA2,28,26,29,35,56,60
60,ACTB,92091,52680,74693,55005,76143,82757
70,ACTC1,11,8,6,3,14,17
71,ACTG1,64762,40925,65456,44577,64775,71945
72,ACTG2,12,8,12,15,16,38
81,ACTN4,9142,5903,7191,5742,7918,8734
86,ACTL6A,1628,980,1315,1071,1143,1168
87,ACTN1,4950,3079,3918,2786,3882,4034
88,ACTN2,0,0,0,0,0,0
89,ACTN3,1,0,1,0,0,0
90,ACVR1,161,97,125,138,137,163
91,ACVR1B,640,439,495,253,397,362
92,ACVR2A,19,12,10,32,19,22
93,ACVR2B,123,104,92,109,133,111
94,ACVRL1,11,9,5,0,2,3
95,ACY1,74,35,75,20,38,47
97,ACYP1,57,40,53,42,60,47
98,ACYP2,79,42,75,39,37,80
100,ADA,78,67,111,38,67,58
101,ADAM8,36,30,10,22,32,33
102,ADAM10,83,99,67,159,248,209
103,ADAR,4844,3200,3343,2823,3691,3235
104,ADARB1,678,421,434,554,611,636
105,ADARB2,2,0,1,0,1,1
107,ADCY1,1114,762,822,498,722,589
108,ADCY2,0,0,0,0,0,0
109,ADCY3,1435,891,1029,727,997,977
111,ADCY5,150,83,104,1363,2073,2122
112,ADCY6,2438,1500,1565,1342,1871,1836
113,ADCY7,13,17,11,21,34,25
114,ADCY8,0,0,0,0,0,0
115,ADCY9,2131,1314,1238,810,996,1047
116,ADCYAP1,0,0,0,0,0,0
117,ADCYAP1R1,0,0,0,0,0,0
118,ADD1,4799,3117,3593,3113,4523,4200
119,ADD2,0,0,0,0,0,0
120,ADD3,13,18,22,1,3,1
123,PLIN2,37,29,37,25,31,31
124,ADH1A,0,0,0,0,0,0
125,ADH1B,0,0,0,0,0,0
126,ADH1C,0,0,0,0,0,0
127,ADH4,0,0,0,0,0,0
128,ADH5,1659,997,1529,1043,1246,1355
130,ADH6,0,0,0,1,0,0
131,ADH7,0,0,0,0,0,0
132,ADK,793,529,555,716,726,662
133,ADM,3,2,3,18,25,22
134,ADORA1,130,115,186,64,102,108
135,ADORA2A,0,1,1,2,0,0
136,ADORA2B,3,2,3,6,6,4
140,ADORA3,1,1,0,0,0,0
141,ADPRH,40,29,30,19,20,15
142,PARP1,3012,1623,1888,1865,2193,2154
143,PARP4,1000,837,1009,507,609,667
146,ADRA1D,1,0,0,0,0,0
147,ADRA1B,0,3,1,0,2,4
148,ADRA1A,33,22,22,21,30,32
150,ADRA2A,121,97,102,14,19,18
151,ADRA2B,0,0,1,1,2,0
152,ADRA2C,907,585,577,786,999,1067
153,ADRB1,3,2,4,2,6,1
154,ADRB2,2,0,0,1,0,0
155,ADRB3,0,0,0,0,0,0
156,ADRBK1,2661,1796,2346,1167,1751,1893
157,ADRBK2,112,84,85,72,63,63
158,ADSL,1575,964,1566,885,1324,1344
159,ADSS,138,121,134,183,173,180
160,AP2A1,2893,2059,2711,1650,2643,2703
161,AP2A2,980,583,779,605,857,903
162,AP1B1,5376,3300,5280,3094,4629,5057
163,AP2B1,3861,2272,3168,2104,2559,2499
164,AP1G1,2323,1461,1671,2167,2019,2243
165,AEBP1,4,2,3,0,5,4
166,AES,4359,2924,4433,1766,2650,2833
167,CRISP1,1,0,0,0,0,0
172,AFG3L1P,313,240,117,213,307,154
173,AFM,0,0,0,0,0,0
174,AFP,0,0,0,0,0,0
175,AGA,139,78,100,109,114,94
176,ACAN,2,0,1,0,0,0
177,AGER,31,27,23,17,30,18
178,AGL,44,63,27,58,95,67
181,AGRP,0,0,0,0,0,0
182,JAG1,200,89,116,241,188,224
183,AGT,0,0,0,0,0,0
185,AGTR1,6,6,8,0,0,0
186,AGTR2,0,0,0,0,0,0
187,APLNR,0,0,0,0,0,0
189,AGXT,0,1,1,2,3,2
190,NR0B1,0,0,0,0,0,0
191,AHCY,8903,5601,9982,4328,6834,7568
196,AHR,92,58,60,167,166,154
197,AHSG,2,0,1,0,0,0
199,AIF1,0,0,0,0,0,0
202,AIM1,430,323,284,352,356,401
203,AK1,455,293,466,165,264,260
204,AK2,2982,1668,2585,1916,2540,2565
205,AK4,848,559,713,1034,1163,1009
207,AKT1,13541,8390,12861,5394,7618,7804
208,AKT2,3421,2393,3127,1992,2890,2917
210,ALAD,566,357,427,463,549,458
211,ALAS1,345,190,280,186,316,379
212,ALAS2,0,1,0,0,2,1
213,ALB,0,0,0,0,0,0
214,ALCAM,130,189,116,121,161,131
215,ABCD1,920,605,774,540,724,739
216,ALDH1A1,0,0,0,0,0,0
217,ALDH2,4,0,3,2,0,3
218,ALDH3A1,0,0,0,0,0,0
219,ALDH1B1,681,442,476,503,652,648
220,ALDH1A3,7,2,2,33,35,39
221,ALDH3B1,175,96,148,504,773,799
222,ALDH3B2,1572,1142,1430,317,468,429
223,ALDH9A1,1549,1009,1321,913,1155,1204
224,ALDH3A2,448,263,298,344,359,335
225,ABCD2,0,0,0,0,0,0
226,ALDOA,47160,31883,54292,26768,42351,51625
229,ALDOB,0,0,0,0,0,0
230,ALDOC,321,171,412,205,306,352
231,AKR1B1,3,1,1,2,1,2
238,ALK,0,0,1,0,0,0
239,ALOX12,10,10,9,8,12,10
240,ALOX5,0,1,0,0,0,0
241,ALOX5AP,1,0,0,0,1,2
242,ALOX12B,0,0,0,0,0,0
244,ANXA8L2,3,1,1,0,0,0
245,ALOX12P2,50,24,32,36,27,22
246,ALOX15,555,379,483,259,391,389
247,ALOX15B,0,0,0,0,0,0
248,ALPI,0,0,0,0,0,0
249,ALPL,1,0,1,0,0,0
250,ALPP,6,2,4,3,2,4
251,ALPPL2,0,0,0,0,0,2
257,ALX3,16,6,3,6,5,5
258,AMBN,0,0,0,0,0,0
259,AMBP,327,206,337,104,158,136
262,AMD1,548,528,458,957,931,983
265,AMELX,0,0,0,0,0,0
266,AMELY,0,0,0,0,0,0
267,AMFR,3277,1931,3368,1718,2226,2339
268,AMH,38,25,15,19,24,16
269,AMHR2,1,1,0,1,0,4
270,AMPD1,2,1,2,1,4,3
271,AMPD2,592,431,568,431,710,768
272,AMPD3,21,10,13,7,14,17
273,AMPH,88,30,92,1,1,2
274,BIN1,21,11,18,32,48,47
275,AMT,12,7,4,7,8,2
276,AMY1A,0,0,0,0,0,0
279,AMY2A,0,0,0,0,0,0
280,AMY2B,1,0,0,4,1,3
283,ANG,3,3,2,4,3,2
284,ANGPT1,0,0,0,0,0,0
285,ANGPT2,8,6,5,9,15,4
286,ANK1,107,90,93,71,67,92
287,ANK2,1,0,0,0,0,0
288,ANK3,204,230,168,412,525,502
290,ANPEP,3,1,2,6,4,12
291,SLC25A4,511,315,319,365,390,435
292,SLC25A5,21727,13587,21055,12953,19344,19530
293,SLC25A6,35632,24148,38252,20488,31884,36746
301,ANXA1,6,1,1,5,9,5
302,ANXA2,3635,1655,3030,2755,3366,3767
303,ANXA2P1,36,10,25,20,19,25
304,ANXA2P2,1004,438,800,721,899,1008
305,ANXA2P3,29,9,9,11,24,17
306,ANXA3,152,80,115,199,185,184
307,ANXA4,911,538,838,705,843,864
308,ANXA5,4710,2728,4905,2575,3148,3354
309,ANXA6,8018,5482,8747,2970,4223,4242
310,ANXA7,1670,970,1367,1206,1375,1489
311,ANXA11,3235,1951,3387,1698,2534,2831
312,ANXA13,0,0,0,0,0,0
313,AOAH,0,0,0,0,0,0
314,AOC2,3,2,0,5,4,3
316,AOX1,5,3,1,58,51,80
317,APAF1,97,85,71,89,103,84
318,NUDT2,489,317,572,322,479,486
319,APOF,0,0,3,3,0,2
320,APBA1,12,12,13,15,17,15
321,APBA2,50,27,54,13,18,21
322,APBB1,2,1,1,3,1,3
323,APBB2,1045,764,781,978,983,898
324,APC,74,108,36,120,132,126
325,APCS,0,0,0,0,0,0
326,AIRE,4,3,1,5,3,0
327,APEH,5118,3126,5908,2218,3522,3916
328,APEX1,3632,2228,3591,2195,3092,3280
329,BIRC2,54,50,36,49,62,67
330,BIRC3,0,0,1,0,2,0
331,XIAP,359,357,290,421,508,450
332,BIRC5,3371,1834,2914,1627,2155,2095
333,APLP1,73,41,82,19,35,34
334,APLP2,7605,3963,4824,5942,6501,6505
335,APOA1,12,9,37,7,10,12
336,APOA2,0,0,1,0,0,0
337,APOA4,0,0,0,0,0,0
338,APOB,0,0,0,0,0,0
339,APOBEC1,0,0,0,0,0,0
341,APOC1,13,4,9,3,4,2
342,APOC1P1,9,2,2,5,5,3
343,AQP8,3,2,4,0,1,1
344,APOC2,0,0,0,0,1,0
345,APOC3,6,4,10,0,0,1
347,APOD,297,196,322,29,23,38
348,APOE,0,2,2,2,1,3
350,APOH,0,0,1,0,0,0
351,APP,3791,2434,2609,3893,4581,4431
353,APRT,6525,4265,8260,4070,6076,7603
354,KLK3,0,0,0,0,0,0
355,FAS,8,7,5,10,10,6
356,FASLG,0,2,0,0,0,0
357,SHROOM2,681,459,409,409,489,476
358,AQP1,1,0,0,0,0,0
359,AQP2,1,0,0,1,2,2
360,AQP3,57,34,44,568,767,915
361,AQP4,0,0,0,0,0,0
362,AQP5,0,0,0,1,0,0
363,AQP6,35,18,23,33,36,40
364,AQP7,0,0,0,3,0,3
366,AQP9,0,0,0,0,0,0
367,AR,600,421,425,866,898,981
368,ABCC6,32,12,24,8,14,16
369,ARAF,1559,1004,1667,876,1343,1417
372,ARCN1,2938,2048,2481,2466,2539,2801
373,TRIM23,16,20,19,31,33,40
374,AREG,78,120,130,2,2,0
375,ARF1,8509,5079,7240,4487,6121,6398
377,ARF3,13782,8198,11394,9428,12736,12438
378,ARF4,3191,1714,2331,1753,2023,1840
379,ARL4D,1,2,9,101,73,91
381,ARF5,2070,1528,2537,1115,1756,1974
382,ARF6,1607,1070,1169,1055,1204,1187
383,ARG1,0,0,0,0,0,0
384,ARG2,620,357,424,458,444,469
387,RHOA,9456,5770,8873,5429,7644,7888
388,RHOB,6333,3473,5145,3650,3937,4854
389,RHOC,5512,3122,6091,2189,3022,3239
390,RND3,19,31,19,78,89,76
391,RHOG,457,265,431,232,358,441
392,ARHGAP1,3517,2321,2979,1762,2595,2573
393,ARHGAP4,135,96,149,47,77,78
394,ARHGAP5,88,108,46,194,191,154
395,ARHGAP6,0,1,0,0,0,0
396,ARHGDIA,7079,4985,7604,4112,6074,6989
397,ARHGDIB,181,96,120,55,44,56
398,ARHGDIG,0,0,0,0,0,0
399,RHOH,40,34,28,15,24,23
400,ARL1,562,375,407,458,450,405
401,PHOX2A,3,0,3,2,2,2
402,ARL2,366,301,426,261,358,437
403,ARL3,1302,701,909,405,466,457
405,ARNT,815,575,760,697,883,876
406,ARNTL,56,44,47,56,58,74
407,ARR3,1,1,1,2,1,1
408,ARRB1,1154,716,986,1612,2350,2203
409,ARRB2,705,550,747,362,582,637
410,ARSA,279,185,252,99,181,151
411,ARSB,150,94,105,122,154,176
412,STS,95,67,77,179,143,160
414,ARSD,1067,579,767,760,838,840
415,ARSE,0,0,0,0,1,2
416,ARSF,1,2,0,1,1,3
417,ART1,1,0,0,0,0,0
419,ART3,0,0,0,0,0,0
420,ART4,0,0,0,0,0,0
421,ARVCF,260,179,218,285,443,439
427,ASAH1,851,563,622,827,844,800
429,ASCL1,20,20,28,0,0,0
430,ASCL2,403,256,444,224,243,300
432,ASGR1,0,0,0,0,0,0
433,ASGR2,0,0,0,0,0,0
434,ASIP,1,0,0,0,0,0
435,ASL,1229,763,1522,662,971,1116
438,ASMT,6,8,4,14,8,2
439,ASNA1,2878,1703,3431,1502,2300,2614
440,ASNS,632,447,1042,707,973,857
443,ASPA,0,0,0,0,0,0
444,ASPH,26,29,36,106,140,172
445,ASS1,9192,6732,12051,3885,6388,6971
460,ASTN1,0,0,0,0,0,0
462,SERPINC1,0,1,0,0,2,0
463,ZFHX3,453,413,229,511,618,507
466,ATF1,125,101,95,122,135,117
467,ATF3,41,35,121,36,78,50
468,ATF4,3925,2880,5106,2577,4104,3576
471,ATIC,5143,3050,4428,2809,3676,3905
472,ATM,54,83,48,70,108,86
473,RERE,901,744,655,508,722,646
474,ATOH1,0,0,0,0,0,0
475,ATOX1,1191,692,1171,729,1039,1143
476,ATP1A1,14493,8637,10195,8727,11324,10535
477,ATP1A2,16,13,14,6,12,18
478,ATP1A3,31,23,36,1,8,14
479,ATP12A,0,0,0,0,0,0
480,ATP1A4,0,0,0,0,0,0
481,ATP1B1,184,120,119,466,421,437
482,ATP1B2,28,14,19,17,24,19
483,ATP1B3,1899,910,1302,1351,1512,1567
486,FXYD2,0,0,0,0,0,0
487,ATP2A1,41,40,32,26,41,32
488,ATP2A2,5520,3347,3234,3737,4348,3972
489,ATP2A3,2828,1844,2441,2045,2836,2904
490,ATP2B1,243,280,155,594,666,574
491,ATP2B2,0,0,0,0,0,0
492,ATP2B3,0,0,0,0,0,0
493,ATP2B4,272,211,281,173,219,173
495,ATP4A,0,0,0,2,2,2
496,ATP4B,0,0,0,0,0,0
498,ATP5A1,9151,5273,7023,6416,7774,7408
501,ALDH7A1,1211,777,990,1192,1523,1545
506,ATP5B,30523,18423,29681,12080,16934,17933
509,ATP5C1,4100,2249,3808,2736,3282,3741
513,ATP5D,1384,898,1668,738,926,1302
514,ATP5E,2829,1726,1710,2012,2451,2050
515,ATP5F1,1802,1115,1186,1105,1128,1052
516,ATP5G1,1821,1222,2239,1346,2092,2216
517,ATP5G2,6187,4343,7550,2700,4388,4915
518,ATP5G3,4709,2921,5495,2802,3837,3981
521,ATP5I,2460,1400,1742,1418,1834,1639
522,ATP5J,1505,947,1493,864,1095,1236
523,ATP6V1A,521,452,453,674,735,808
525,ATP6V1B1,24,24,16,16,38,25
526,ATP6V1B2,729,504,705,606,782,788
527,ATP6V0C,823,659,926,435,625,680
528,ATP6V1C1,293,328,244,437,419,353
529,ATP6V1E1,1172,704,857,959,1014,1070
533,ATP6V0B,2985,1775,3241,1612,2411,2743
534,ATP6V1G2,7,3,6,1,4,6
535,ATP6V0A1,594,403,460,486,692,732
537,ATP6AP1,7405,4833,6799,4288,6122,6337
538,ATP7A,75,78,56,95,117,80
539,ATP5O,723,371,388,416,482,371
540,ATP7B,355,266,245,464,511,492
545,ATR,74,107,78,132,175,136
546,ATRX,96,205,43,210,311,196
547,KIF1A,44,21,16,0,1,0
549,AUH,30,51,36,43,59,58
550,AUP1,2643,1641,2581,1544,2429,2474
551,AVP,0,0,0,0,0,0
552,AVPR1A,13,7,13,6,14,11
553,AVPR1B,0,0,0,0,0,0
554,AVPR2,1,1,0,0,0,1
558,AXL,20,13,8,8,6,7
563,AZGP1,13,6,11,21,26,25
566,AZU1,0,0,0,0,0,0
567,B2M,1600,900,1313,1075,1186,1253
570,BAAT,0,1,0,0,0,1
571,BACH1,44,60,14,63,75,51
572,BAD,1243,815,1455,563,834,940
573,BAG1,1662,923,1361,1956,2279,2384
574,BAGE,0,1,0,0,0,0
575,BAI1,3,0,3,1,1,2
576,BAI2,619,414,598,221,342,326
577,BAI3,0,0,0,0,0,0
578,BAK1,2038,1201,1889,970,1426,1669
579,NKX3-2,11,6,6,6,4,6
580,BARD1,54,40,46,55,53,54
581,BAX,951,650,883,555,784,789
582,BBS1,195,156,133,176,261,261
583,BBS2,177,120,131,219,231,199
585,BBS4,360,221,356,378,448,438
586,BCAT1,34,39,33,63,73,53
587,BCAT2,1374,854,1465,835,1348,1438
590,BCHE,0,1,1,0,2,2
593,BCKDHA,1307,960,1477,605,1083,1092
594,BCKDHB,73,69,71,95,110,113
595,CCND1,8185,5531,4740,4170,4411,4347
596,BCL2,443,351,324,231,219,173
597,BCL2A1,8,3,6,4,4,8
598,BCL2L1,1637,1001,1588,1125,1753,1733
599,BCL2L2,434,244,287,241,272,299
602,BCL3,932,382,546,874,659,1255
604,BCL6,196,131,172,262,267,348
605,BCL7A,355,206,252,182,215,240
606,NBEAP1,2,0,2,0,2,1
607,BCL9,287,234,199,316,556,470
608,TNFRSF17,0,0,0,0,0,0
610,HCN2,520,322,519,307,512,623
611,OPN1SW,0,0,1,3,2,2
613,BCR,1775,1152,1442,1166,1769,1770
617,BCS1L,611,353,520,252,387,359
618,BCYRN1,1249,557,3706,270,353,1016
622,BDH1,2560,1547,2236,1249,1718,1674
623,BDKRB1,0,1,3,5,6,5
624,BDKRB2,16,15,13,182,263,274
627,BDNF,0,0,0,0,0,1
629,CFB,16,13,16,8,18,11
631,BFSP1,81,44,63,91,114,107
632,BGLAP,0,0,0,0,2,0
633,BGN,0,0,0,0,0,1
634,CEACAM1,4,1,2,3,4,3
635,BHMT,0,0,0,0,0,0
636,BICD1,54,39,30,41,37,48
637,BID,929,514,896,579,718,758
638,BIK,119,86,94,93,142,153
639,PRDM1,0,1,0,0,0,0
640,BLK,4,3,2,0,0,1
641,BLM,76,89,73,98,114,113
642,BLMH,606,368,430,339,417,370
643,CXCR5,23,5,19,17,24,16
644,BLVRA,1096,602,689,566,698,581
645,BLVRB,2762,1941,3353,1376,1971,2158
646,BNC1,1,0,4,0,0,0
648,BMI1,9,8,4,10,14,9
649,BMP1,372,242,355,669,938,929
650,BMP2,4,0,0,0,0,0
651,BMP3,12,4,7,8,8,3
652,BMP4,342,124,185,105,124,139
653,BMP5,2,3,1,0,1,0
654,BMP6,214,136,140,200,184,239
655,BMP7,1596,1237,1250,1584,2442,2345
656,BMP8B,69,34,26,60,77,63
657,BMPR1A,148,137,119,153,178,158
658,BMPR1B,45,20,27,49,35,46
659,BMPR2,299,307,248,331,388,354
660,BMX,0,0,0,0,0,0
661,POLR3D,627,332,450,388,417,523
662,BNIP1,370,228,304,222,275,241
663,BNIP2,68,78,63,72,67,65
664,BNIP3,627,418,534,342,397,443
665,BNIP3L,186,185,165,273,325,322
666,BOK,1587,1054,1712,661,1142,1243
667,DST,215,328,107,330,400,216
668,FOXL2,0,0,0,0,0,0
669,BPGM,45,42,51,44,72,62
670,BPHL,202,137,181,172,181,205
671,BPI,0,0,0,0,0,0
672,BRCA1,127,140,82,142,210,152
673,BRAF,84,56,63,54,67,53
675,BRCA2,82,130,42,63,69,57
676,BRDT,23,10,13,11,13,16
677,ZFP36L1,797,430,546,311,315,337
678,ZFP36L2,441,198,184,1283,1261,1512
680,BRS3,0,0,0,0,0,0
682,BSG,12709,8554,14749,6030,9466,11064
683,BST1,1,0,0,0,0,1
684,BST2,508,345,509,110,132,150
685,BTC,0,0,0,0,1,0
686,BTD,443,261,416,359,407,417
687,KLF9,34,44,22,73,128,86
688,KLF5,60,53,73,94,161,138
689,BTF3,6228,3976,4950,5748,6837,6404
690,BTF3P11,0,0,0,0,1,2
694,BTG1,496,302,437,440,569,531
695,BTK,0,0,0,0,2,1
696,BTN1A1,0,0,1,0,0,0
699,BUB1,448,354,438,306,420,425
701,BUB1B,236,187,232,208,211,272
705,BYSL,1274,714,1092,810,923,1147
706,TSPO,81,61,71,29,69,55
708,C1QBP,3497,1762,2411,2116,2540,2489
710,SERPING1,0,0,1,1,0,0
711,ERC2-IT1,0,0,0,1,0,0
712,C1QA,0,0,0,0,0,0
713,C1QB,0,0,0,0,0,0
714,C1QC,0,0,0,0,0,0
715,C1R,7,2,2,2,4,3
716,C1S,12,8,8,5,6,6
717,C2,31,17,26,9,15,16
718,C3,32,9,44,32,64,79
719,C3AR1,0,0,0,1,0,0
720,C4A,1,1,0,0,0,0
721,C4B,0,0,0,0,0,0
722,C4BPA,0,0,0,0,0,0
725,C4BPB,0,0,0,0,0,0
726,CAPN5,57,37,70,48,72,56
727,C5,20,13,20,15,29,20
728,C5AR1,11,6,10,4,2,5
729,C6,0,0,0,0,0,0
730,C7,8,5,4,1,2,6
731,C8A,0,0,0,0,0,0
732,C8B,0,0,0,0,0,0
733,C8G,6,2,3,1,4,4
734,OSGIN2,372,373,347,471,486,443
735,C9,0,0,0,0,0,0
738,VPS51,3134,2180,3739,1833,2822,3247
740,MRPL49,5119,3021,4837,2484,3478,3730
741,ZNHIT2,319,232,368,165,241,242
744,MPPED2,29,21,29,14,13,17
745,MYRF,12,11,13,7,4,8
746,TMEM258,1091,745,1175,633,864,935
747,DAGLA,255,187,177,183,312,279
750,C16orf3,9,20,2,7,20,11
752,FMNL1,51,70,78,48,78,76
753,LDLRAD4,37,41,49,294,329,264
754,PTTG1IP,4551,2262,3089,3036,3627,3694
755,C21orf2,806,530,537,432,573,645
757,TMEM50B,490,265,297,521,394,402
758,MPPED1,2,1,1,18,17,5
759,CA1,0,0,0,0,0,0
760,CA2,36,26,30,2,3,3
761,CA3,0,0,0,0,0,0
762,CA4,138,107,114,99,176,149
763,CA5A,0,0,0,1,1,2
765,CA6,0,0,0,0,0,0
766,CA7,0,0,0,0,0,0
767,CA8,167,92,195,2,3,4
768,CA9,0,0,0,0,0,0
770,CA11,35,15,36,34,39,45
771,CA12,5769,3090,3571,3596,4167,4117
773,CACNA1A,1,0,0,0,0,0
774,CACNA1B,0,0,0,0,0,1
775,CACNA1C,5,5,3,3,4,0
776,CACNA1D,109,86,84,94,100,75
777,CACNA1E,1,1,0,0,0,1
778,CACNA1F,0,0,0,0,0,0
779,CACNA1S,1,0,0,0,0,0
780,DDR1,8645,5858,7526,10175,14395,14320
781,CACNA2D1,0,0,0,0,0,1
782,CACNB1,39,26,19,24,40,35
783,CACNB2,6,6,2,5,12,13
784,CACNB3,1575,1041,1635,626,1004,1064
785,CACNB4,0,3,1,0,1,0
786,CACNG1,7,3,9,3,13,19
788,SLC25A20,151,99,171,93,158,130
790,CAD,2463,1764,2265,1115,1742,1778
793,CALB1,1,0,0,0,1,0
794,CALB2,6,3,8,2,6,2
795,S100G,0,0,0,0,0,0
796,CALCA,0,0,0,0,0,0
797,CALCB,0,0,0,0,0,0
799,CALCR,6,4,1,1,2,0
800,CALD1,0,1,0,0,2,0
801,CALM1,5999,3836,4303,5735,5941,6224
805,CALM2,4434,3269,4945,3444,3884,4272
808,CALM3,11846,7751,10265,4511,6563,6361
810,CALML3,0,0,0,0,3,1
811,CALR,11957,8876,10561,8800,12219,11726
813,CALU,820,520,747,757,821,876
814,CAMK4,0,1,1,0,0,0
815,CAMK2A,0,0,0,0,0,0
816,CAMK2B,81,68,60,60,102,88
817,CAMK2D,57,37,20,168,163,132
818,CAMK2G,731,444,535,562,759,871
819,CAMLG,314,201,225,307,349,324
820,CAMP,7,4,6,0,0,1
821,CANX,8555,5942,7323,8409,8118,8943
822,CAPG,125,68,156,31,58,70
823,CAPN1,6415,4424,8221,2632,4167,4970
824,CAPN2,50,31,50,186,176,210
825,CAPN3,0,0,0,0,0,1
826,CAPNS1,10357,6438,11673,5962,8983,10806
827,CAPN6,0,0,0,0,1,0
828,CAPS,150,95,172,17,28,20
829,CAPZA1,481,467,368,333,391,363
830,CAPZA2,239,166,125,298,281,223
831,CAST,440,307,416,943,1155,1395
832,CAPZB,5946,3458,5055,3527,4948,5014
833,CARS,893,509,947,688,884,878
834,CASP1,0,0,0,0,0,0
835,CASP2,1177,733,983,639,672,753
836,CASP3,33,35,39,43,52,48
837,CASP4,6,3,3,2,5,1
838,CASP5,0,0,0,0,0,0
839,CASP6,296,168,261,125,220,177
840,CASP7,359,254,345,383,370,432
841,CASP8,190,143,168,126,144,145
842,CASP9,122,74,102,140,179,185
843,CASP10,28,20,24,17,22,22
844,CASQ1,0,1,0,0,1,0
845,CASQ2,3,1,1,1,3,0
846,CASR,0,0,0,0,0,0
847,CAT,413,275,344,459,502,555
857,CAV1,1,0,1,2,2,0
858,CAV2,22,13,14,6,23,7
859,CAV3,0,0,0,0,0,0
860,RUNX2,17,11,8,28,38,34
861,RUNX1,514,358,285,300,338,306
862,RUNX1T1,0,0,0,1,2,3
863,CBFA2T3,1193,1023,938,549,871,899
864,RUNX3,1,1,3,1,1,1
865,CBFB,386,258,224,292,315,285
866,SERPINA6,2,9,1,3,2,0
867,CBL,641,409,312,469,429,435
868,CBLB,105,49,98,74,66,113
869,CBLN1,0,0,0,0,0,0
871,SERPINH1,2618,1614,2228,1158,1733,1769
873,CBR1,997,591,747,652,880,851
874,CBR3,147,106,143,68,114,79
875,CBS,901,658,844,1295,1758,1718
881,CCIN,0,0,0,0,0,0
883,CCBL1,84,73,98,75,181,170
885,CCK,0,0,1,0,0,0
886,CCKAR,0,0,0,0,0,0
887,CCKBR,0,0,0,0,0,0
889,KRIT1,61,71,35,78,78,57
890,CCNA2,755,523,704,589,599,588
891,CCNB1,4077,2563,4039,2517,3187,3311
892,CCNC,236,144,151,231,225,175
894,CCND2,0,0,0,0,0,0
896,CCND3,2278,1331,1992,974,1242,1514
898,CCNE1,195,75,83,192,181,210
899,CCNF,3179,1738,2521,1461,1962,2248
900,CCNG1,427,346,410,517,600,530
901,CCNG2,133,84,157,208,206,228
902,CCNH,129,80,92,113,133,106
904,CCNT1,365,224,345,499,346,457
905,CCNT2,83,97,60,90,97,62
908,CCT6A,1928,1208,1322,1961,1664,1776
909,CD1A,0,0,0,0,0,0
910,CD1B,0,0,0,0,0,0
911,CD1C,0,0,0,0,0,0
912,CD1D,1,0,0,1,1,0
913,CD1E,0,0,0,0,0,0
914,CD2,0,0,0,0,0,0
915,CD3D,0,0,0,0,0,0
916,CD3E,0,0,0,0,1,0
917,CD3G,21,21,13,21,23,21
919,CD247,0,0,0,0,0,0
920,CD4,0,0,0,0,0,1
921,CD5,4,2,1,2,6,5
922,CD5L,0,0,0,0,0,0
923,CD6,0,0,0,0,0,1
924,CD7,0,0,0,0,0,0
925,CD8A,20,19,14,10,14,10
926,CD8B,0,0,0,0,0,0
928,CD9,3749,2142,3151,3994,5006,5005
929,CD14,4,5,2,11,10,12
930,CD19,0,0,0,0,0,0
931,MS4A1,0,0,0,0,0,0
932,MS4A3,0,0,0,0,0,0
933,CD22,98,59,65,225,319,291
939,CD27,13,5,12,15,22,14
940,CD28,4,1,3,0,4,3
941,CD80,0,0,0,0,0,0
